country_code,date,holiday_name
NL,1808-05-26,Ascension Day
NL,1808-06-05,Whit Sunday
NL,1808-06-06,Whit Monday
PT,1808-06-16,Corpus Christi
CH,1808-08-01,National Day
FR,1808-08-15,Assumption Day
PT,1808-08-15,Assumption Day
FR,1808-11-01,All Saints' Day
PT,1808-11-01,All Saints' Day
PT,1808-12-08,Immaculate Conception
VE,1808-12-24,Christmas Eve
AU,1808-12-25,Christmas Day
CH,1808-12-25,Christmas Day
FR,1808-12-25,Christmas Day
NL,1808-12-25,Christmas Day
PT,1808-12-25,Christmas Day
VE,1808-12-25,Christmas Day
AU,1808-12-26,Boxing Day
NL,1808-12-26,Second Day of Christmas
VE,1808-12-31,New Year's Eve
AU,1809-01-01,New Year's Day
CH,1809-01-01,New Year's Day
NL,1809-01-01,New Year's Day
PT,1809-01-01,New Year's Day
VE,1809-01-01,New Year's Day
VE,1809-02-13,Monday of Carnival
VE,1809-02-14,Tuesday of Carnival
VE,1809-03-30,Maundy Thursday
AU,1809-03-31,Good Friday
PT,1809-03-31,Good Friday
VE,1809-03-31,Good Friday
NL,1809-04-02,Easter Sunday
PT,1809-04-02,Easter Sunday
AU,1809-04-03,Easter Monday
NL,1809-04-03,Easter Monday
CH,1809-05-11,Ascension Day
FR,1809-05-11,Ascension Day
NL,1809-05-11,Ascension Day
NL,1809-05-21,Whit Sunday
NL,1809-05-22,Whit Monday
PT,1809-06-01,Corpus Christi
CH,1809-08-01,National Day
FR,1809-08-15,Assumption Day
PT,1809-08-15,Assumption Day
FR,1809-11-01,All Saints' Day
PT,1809-11-01,All Saints' Day
PT,1809-12-08,Immaculate Conception
VE,1809-12-24,Christmas Eve
AU,1809-12-25,Christmas Day
CH,1809-12-25,Christmas Day
FR,1809-12-25,Christmas Day
NL,1809-12-25,Christmas Day
PT,1809-12-25,Christmas Day
VE,1809-12-25,Christmas Day
AU,1809-12-26,Boxing Day
NL,1809-12-26,Second Day of Christmas
VE,1809-12-31,New Year's Eve
AU,1810-01-01,New Year's Day
CH,1810-01-01,New Year's Day
NL,1810-01-01,New Year's Day
PT,1810-01-01,New Year's Day
VE,1810-01-01,New Year's Day
VE,1810-03-05,Monday of Carnival
VE,1810-03-06,Tuesday of Carnival
VE,1810-04-19,Maundy Thursday
AU,1810-04-20,Good Friday
PT,1810-04-20,Good Friday
VE,1810-04-20,Good Friday
NL,1810-04-22,Easter Sunday
PT,1810-04-22,Easter Sunday
AU,1810-04-23,Easter Monday
NL,1810-04-23,Easter Monday
CH,1810-05-31,Ascension Day
FR,1810-05-31,Ascension Day
NL,1810-05-31,Ascension Day
NL,1810-06-10,Whit Sunday
NL,1810-06-11,Whit Monday
PT,1810-06-21,Corpus Christi
CH,1810-08-01,National Day
FR,1810-08-15,Assumption Day
PT,1810-08-15,Assumption Day
FR,1810-11-01,All Saints' Day
PT,1810-11-01,All Saints' Day
PT,1810-12-08,Immaculate Conception
VE,1810-12-24,Christmas Eve
AU,1810-12-25,Christmas Day
CH,1810-12-25,Christmas Day
FR,1810-12-25,Christmas Day
NL,1810-12-25,Christmas Day
PT,1810-12-25,Christmas Day
VE,1810-12-25,Christmas Day
AU,1810-12-26,Boxing Day
NL,1810-12-26,Second Day of Christmas
VE,1810-12-31,New Year's Eve
AU,1811-01-01,New Year's Day
CH,1811-01-01,New Year's Day
FR,1811-01-01,New Year's Day
NL,1811-01-01,New Year's Day
PT,1811-01-01,New Year's Day
VE,1811-01-01,New Year's Day
VE,1811-02-25,Monday of Carnival
VE,1811-02-26,Tuesday of Carnival
VE,1811-04-11,Maundy Thursday
AU,1811-04-12,Good Friday
PT,1811-04-12,Good Friday
VE,1811-04-12,Good Friday
NL,1811-04-14,Easter Sunday
PT,1811-04-14,Easter Sunday
AU,1811-04-15,Easter Monday
NL,1811-04-15,Easter Monday
VE,1811-04-19,Declaration of Independence
CH,1811-05-23,Ascension Day
FR,1811-05-23,Ascension Day
NL,1811-05-23,Ascension Day
NL,1811-06-02,Whit Sunday
NL,1811-06-03,Whit Monday
PT,1811-06-13,Corpus Christi
VE,1811-07-05,Independence Day
CH,1811-08-01,National Day
FR,1811-08-15,Assumption Day
PT,1811-08-15,Assumption Day
FR,1811-11-01,All Saints' Day
PT,1811-11-01,All Saints' Day
PT,1811-12-08,Immaculate Conception
VE,1811-12-24,Christmas Eve
AU,1811-12-25,Christmas Day
CH,1811-12-25,Christmas Day
FR,1811-12-25,Christmas Day
NL,1811-12-25,Christmas Day
PT,1811-12-25,Christmas Day
VE,1811-12-25,Christmas Day
AU,1811-12-26,Boxing Day
NL,1811-12-26,Second Day of Christmas
VE,1811-12-31,New Year's Eve
AU,1812-01-01,New Year's Day
CH,1812-01-01,New Year's Day
FR,1812-01-01,New Year's Day
NL,1812-01-01,New Year's Day
PT,1812-01-01,New Year's Day
VE,1812-01-01,New Year's Day
VE,1812-02-10,Monday of Carnival
VE,1812-02-11,Tuesday of Carnival
VE,1812-03-26,Maundy Thursday
AU,1812-03-27,Good Friday
PT,1812-03-27,Good Friday
VE,1812-03-27,Good Friday
NL,1812-03-29,Easter Sunday
PT,1812-03-29,Easter Sunday
AU,1812-03-30,Easter Monday
NL,1812-03-30,Easter Monday
VE,1812-04-19,Declaration of Independence
CH,1812-05-07,Ascension Day
FR,1812-05-07,Ascension Day
NL,1812-05-07,Ascension Day
NL,1812-05-17,Whit Sunday
NL,1812-05-18,Whit Monday
PT,1812-05-28,Corpus Christi
VE,1812-07-05,Independence Day
CH,1812-08-01,National Day
FR,1812-08-15,Assumption Day
PT,1812-08-15,Assumption Day
FR,1812-11-01,All Saints' Day
PT,1812-11-01,All Saints' Day
PT,1812-12-08,Immaculate Conception
VE,1812-12-24,Christmas Eve
AU,1812-12-25,Christmas Day
CH,1812-12-25,Christmas Day
FR,1812-12-25,Christmas Day
NL,1812-12-25,Christmas Day
PT,1812-12-25,Christmas Day
VE,1812-12-25,Christmas Day
AU,1812-12-26,Boxing Day
NL,1812-12-26,Second Day of Christmas
VE,1812-12-31,New Year's Eve
AU,1813-01-01,New Year's Day
CH,1813-01-01,New Year's Day
FR,1813-01-01,New Year's Day
NL,1813-01-01,New Year's Day
PT,1813-01-01,New Year's Day
VE,1813-01-01,New Year's Day
VE,1813-03-01,Monday of Carnival
VE,1813-03-02,Tuesday of Carnival
VE,1813-04-15,Maundy Thursday
AU,1813-04-16,Good Friday
PT,1813-04-16,Good Friday
VE,1813-04-16,Good Friday
NL,1813-04-18,Easter Sunday
PT,1813-04-18,Easter Sunday
AU,1813-04-19,Easter Monday
NL,1813-04-19,Easter Monday
VE,1813-04-19,Declaration of Independence
CH,1813-05-27,Ascension Day
FR,1813-05-27,Ascension Day
NL,1813-05-27,Ascension Day
NL,1813-06-06,Whit Sunday
NL,1813-06-07,Whit Monday
PT,1813-06-17,Corpus Christi
VE,1813-07-05,Independence Day
CH,1813-08-01,National Day
FR,1813-08-15,Assumption Day
PT,1813-08-15,Assumption Day
FR,1813-11-01,All Saints' Day
PT,1813-11-01,All Saints' Day
PT,1813-12-08,Immaculate Conception
VE,1813-12-24,Christmas Eve
AU,1813-12-25,Christmas Day
CH,1813-12-25,Christmas Day
FR,1813-12-25,Christmas Day
NL,1813-12-25,Christmas Day
PT,1813-12-25,Christmas Day
VE,1813-12-25,Christmas Day
AU,1813-12-26,Boxing Day
NL,1813-12-26,Second Day of Christmas
VE,1813-12-31,New Year's Eve
AU,1814-01-01,New Year's Day
CH,1814-01-01,New Year's Day
FR,1814-01-01,New Year's Day
NL,1814-01-01,New Year's Day
PT,1814-01-01,New Year's Day
VE,1814-01-01,New Year's Day
VE,1814-02-21,Monday of Carnival
VE,1814-02-22,Tuesday of Carnival
VE,1814-04-07,Maundy Thursday
AU,1814-04-08,Good Friday
PT,1814-04-08,Good Friday
VE,1814-04-08,Good Friday
NL,1814-04-10,Easter Sunday
PT,1814-04-10,Easter Sunday
AU,1814-04-11,Easter Monday
NL,1814-04-11,Easter Monday
VE,1814-04-19,Declaration of Independence
CH,1814-05-19,Ascension Day
FR,1814-05-19,Ascension Day
NL,1814-05-19,Ascension Day
NL,1814-05-29,Whit Sunday
NL,1814-05-30,Whit Monday
PT,1814-06-09,Corpus Christi
VE,1814-07-05,Independence Day
CH,1814-08-01,National Day
FR,1814-08-15,Assumption Day
PT,1814-08-15,Assumption Day
FR,1814-11-01,All Saints' Day
PT,1814-11-01,All Saints' Day
PT,1814-12-08,Immaculate Conception
VE,1814-12-24,Christmas Eve
AU,1814-12-25,Christmas Day
CH,1814-12-25,Christmas Day
FR,1814-12-25,Christmas Day
NL,1814-12-25,Christmas Day
PT,1814-12-25,Christmas Day
VE,1814-12-25,Christmas Day
AU,1814-12-26,Boxing Day
NL,1814-12-26,Second Day of Christmas
VE,1814-12-31,New Year's Eve
AU,1815-01-01,New Year's Day
CH,1815-01-01,New Year's Day
FR,1815-01-01,New Year's Day
NL,1815-01-01,New Year's Day
PT,1815-01-01,New Year's Day
VE,1815-01-01,New Year's Day
VE,1815-02-06,Monday of Carnival
VE,1815-02-07,Tuesday of Carnival
VE,1815-03-23,Maundy Thursday
AU,1815-03-24,Good Friday
PT,1815-03-24,Good Friday
VE,1815-03-24,Good Friday
NL,1815-03-26,Easter Sunday
PT,1815-03-26,Easter Sunday
AU,1815-03-27,Easter Monday
NL,1815-03-27,Easter Monday
VE,1815-04-19,Declaration of Independence
CH,1815-05-04,Ascension Day
FR,1815-05-04,Ascension Day
NL,1815-05-04,Ascension Day
NL,1815-05-14,Whit Sunday
NL,1815-05-15,Whit Monday
PT,1815-05-25,Corpus Christi
VE,1815-07-05,Independence Day
CH,1815-08-01,National Day
FR,1815-08-15,Assumption Day
PT,1815-08-15,Assumption Day
FR,1815-11-01,All Saints' Day
PT,1815-11-01,All Saints' Day
PT,1815-12-08,Immaculate Conception
VE,1815-12-24,Christmas Eve
AU,1815-12-25,Christmas Day
CH,1815-12-25,Christmas Day
FR,1815-12-25,Christmas Day
NL,1815-12-25,Christmas Day
PT,1815-12-25,Christmas Day
VE,1815-12-25,Christmas Day
AU,1815-12-26,Boxing Day
NL,1815-12-26,Second Day of Christmas
VE,1815-12-31,New Year's Eve
AU,1816-01-01,New Year's Day
CH,1816-01-01,New Year's Day
FR,1816-01-01,New Year's Day
NL,1816-01-01,New Year's Day
PT,1816-01-01,New Year's Day
VE,1816-01-01,New Year's Day
VE,1816-02-26,Monday of Carnival
VE,1816-02-27,Tuesday of Carnival
VE,1816-04-11,Maundy Thursday
AU,1816-04-12,Good Friday
PT,1816-04-12,Good Friday
VE,1816-04-12,Good Friday
NL,1816-04-14,Easter Sunday
PT,1816-04-14,Easter Sunday
AU,1816-04-15,Easter Monday
NL,1816-04-15,Easter Monday
VE,1816-04-19,Declaration of Independence
CH,1816-05-23,Ascension Day
FR,1816-05-23,Ascension Day
NL,1816-05-23,Ascension Day
NL,1816-06-02,Whit Sunday
NL,1816-06-03,Whit Monday
PT,1816-06-13,Corpus Christi
VE,1816-07-05,Independence Day
CH,1816-08-01,National Day
FR,1816-08-15,Assumption Day
PT,1816-08-15,Assumption Day
FR,1816-11-01,All Saints' Day
PT,1816-11-01,All Saints' Day
PT,1816-12-08,Immaculate Conception
VE,1816-12-24,Christmas Eve
AU,1816-12-25,Christmas Day
CH,1816-12-25,Christmas Day
FR,1816-12-25,Christmas Day
NL,1816-12-25,Christmas Day
PT,1816-12-25,Christmas Day
VE,1816-12-25,Christmas Day
AU,1816-12-26,Boxing Day
NL,1816-12-26,Second Day of Christmas
VE,1816-12-31,New Year's Eve
AU,1817-01-01,New Year's Day
CH,1817-01-01,New Year's Day
FR,1817-01-01,New Year's Day
NL,1817-01-01,New Year's Day
PT,1817-01-01,New Year's Day
VE,1817-01-01,New Year's Day
VE,1817-02-17,Monday of Carnival
VE,1817-02-18,Tuesday of Carnival
VE,1817-04-03,Maundy Thursday
AU,1817-04-04,Good Friday
PT,1817-04-04,Good Friday
VE,1817-04-04,Good Friday
NL,1817-04-06,Easter Sunday
PT,1817-04-06,Easter Sunday
AU,1817-04-07,Easter Monday
NL,1817-04-07,Easter Monday
VE,1817-04-19,Declaration of Independence
CH,1817-05-15,Ascension Day
FR,1817-05-15,Ascension Day
NL,1817-05-15,Ascension Day
NL,1817-05-25,Whit Sunday
NL,1817-05-26,Whit Monday
PT,1817-06-05,Corpus Christi
VE,1817-07-05,Independence Day
CH,1817-08-01,National Day
FR,1817-08-15,Assumption Day
PT,1817-08-15,Assumption Day
FR,1817-11-01,All Saints' Day
PT,1817-11-01,All Saints' Day
PT,1817-12-08,Immaculate Conception
VE,1817-12-24,Christmas Eve
AU,1817-12-25,Christmas Day
CH,1817-12-25,Christmas Day
FR,1817-12-25,Christmas Day
NL,1817-12-25,Christmas Day
PT,1817-12-25,Christmas Day
VE,1817-12-25,Christmas Day
AU,1817-12-26,Boxing Day
NL,1817-12-26,Second Day of Christmas
VE,1817-12-31,New Year's Eve
AU,1818-01-01,New Year's Day
CH,1818-01-01,New Year's Day
FR,1818-01-01,New Year's Day
NL,1818-01-01,New Year's Day
PT,1818-01-01,New Year's Day
VE,1818-01-01,New Year's Day
VE,1818-02-02,Monday of Carnival
VE,1818-02-03,Tuesday of Carnival
VE,1818-03-19,Maundy Thursday
AU,1818-03-20,Good Friday
PT,1818-03-20,Good Friday
VE,1818-03-20,Good Friday
NL,1818-03-22,Easter Sunday
PT,1818-03-22,Easter Sunday
AU,1818-03-23,Easter Monday
NL,1818-03-23,Easter Monday
VE,1818-04-19,Declaration of Independence
CH,1818-04-30,Ascension Day
FR,1818-04-30,Ascension Day
NL,1818-04-30,Ascension Day
NL,1818-05-10,Whit Sunday
NL,1818-05-11,Whit Monday
PT,1818-05-21,Corpus Christi
VE,1818-07-05,Independence Day
CH,1818-08-01,National Day
FR,1818-08-15,Assumption Day
PT,1818-08-15,Assumption Day
FR,1818-11-01,All Saints' Day
PT,1818-11-01,All Saints' Day
PT,1818-12-08,Immaculate Conception
VE,1818-12-24,Christmas Eve
AU,1818-12-25,Christmas Day
CH,1818-12-25,Christmas Day
FR,1818-12-25,Christmas Day
NL,1818-12-25,Christmas Day
PT,1818-12-25,Christmas Day
VE,1818-12-25,Christmas Day
AU,1818-12-26,Boxing Day
NL,1818-12-26,Second Day of Christmas
VE,1818-12-31,New Year's Eve
AU,1819-01-01,New Year's Day
CH,1819-01-01,New Year's Day
FR,1819-01-01,New Year's Day
NL,1819-01-01,New Year's Day
PT,1819-01-01,New Year's Day
VE,1819-01-01,New Year's Day
VE,1819-02-22,Monday of Carnival
VE,1819-02-23,Tuesday of Carnival
VE,1819-04-08,Maundy Thursday
AU,1819-04-09,Good Friday
PT,1819-04-09,Good Friday
VE,1819-04-09,Good Friday
NL,1819-04-11,Easter Sunday
PT,1819-04-11,Easter Sunday
AU,1819-04-12,Easter Monday
NL,1819-04-12,Easter Monday
VE,1819-04-19,Declaration of Independence
CH,1819-05-20,Ascension Day
FR,1819-05-20,Ascension Day
NL,1819-05-20,Ascension Day
NL,1819-05-30,Whit Sunday
NL,1819-05-31,Whit Monday
PT,1819-06-10,Corpus Christi
VE,1819-07-05,Independence Day
CH,1819-08-01,National Day
FR,1819-08-15,Assumption Day
PT,1819-08-15,Assumption Day
FR,1819-11-01,All Saints' Day
PT,1819-11-01,All Saints' Day
PT,1819-12-08,Immaculate Conception
VE,1819-12-24,Christmas Eve
AU,1819-12-25,Christmas Day
CH,1819-12-25,Christmas Day
FR,1819-12-25,Christmas Day
NL,1819-12-25,Christmas Day
PT,1819-12-25,Christmas Day
VE,1819-12-25,Christmas Day
AU,1819-12-26,Boxing Day
NL,1819-12-26,Second Day of Christmas
VE,1819-12-31,New Year's Eve
AU,1820-01-01,New Year's Day
CH,1820-01-01,New Year's Day
FR,1820-01-01,New Year's Day
NL,1820-01-01,New Year's Day
PT,1820-01-01,New Year's Day
VE,1820-01-01,New Year's Day
VE,1820-02-14,Monday of Carnival
VE,1820-02-15,Tuesday of Carnival
VE,1820-03-30,Maundy Thursday
AU,1820-03-31,Good Friday
PT,1820-03-31,Good Friday
VE,1820-03-31,Good Friday
NL,1820-04-02,Easter Sunday
PT,1820-04-02,Easter Sunday
AU,1820-04-03,Easter Monday
NL,1820-04-03,Easter Monday
VE,1820-04-19,Declaration of Independence
CH,1820-05-11,Ascension Day
FR,1820-05-11,Ascension Day
NL,1820-05-11,Ascension Day
NL,1820-05-21,Whit Sunday
NL,1820-05-22,Whit Monday
PT,1820-06-01,Corpus Christi
VE,1820-07-05,Independence Day
CH,1820-08-01,National Day
FR,1820-08-15,Assumption Day
PT,1820-08-15,Assumption Day
FR,1820-11-01,All Saints' Day
PT,1820-11-01,All Saints' Day
PT,1820-12-08,Immaculate Conception
VE,1820-12-24,Christmas Eve
AU,1820-12-25,Christmas Day
CH,1820-12-25,Christmas Day
FR,1820-12-25,Christmas Day
NL,1820-12-25,Christmas Day
PT,1820-12-25,Christmas Day
VE,1820-12-25,Christmas Day
AU,1820-12-26,Boxing Day
NL,1820-12-26,Second Day of Christmas
VE,1820-12-31,New Year's Eve
AU,1821-01-01,New Year's Day
CH,1821-01-01,New Year's Day
FR,1821-01-01,New Year's Day
NL,1821-01-01,New Year's Day
PT,1821-01-01,New Year's Day
VE,1821-01-01,New Year's Day
VE,1821-03-05,Monday of Carnival
VE,1821-03-06,Tuesday of Carnival
VE,1821-04-19,Declaration of Independence; Maundy Thursday
AU,1821-04-20,Good Friday
PT,1821-04-20,Good Friday
VE,1821-04-20,Good Friday
NL,1821-04-22,Easter Sunday
PT,1821-04-22,Easter Sunday
AU,1821-04-23,Easter Monday
NL,1821-04-23,Easter Monday
CH,1821-05-31,Ascension Day
FR,1821-05-31,Ascension Day
NL,1821-05-31,Ascension Day
NL,1821-06-10,Whit Sunday
NL,1821-06-11,Whit Monday
PT,1821-06-21,Corpus Christi
VE,1821-07-05,Independence Day
CH,1821-08-01,National Day
FR,1821-08-15,Assumption Day
PT,1821-08-15,Assumption Day
FR,1821-11-01,All Saints' Day
PT,1821-11-01,All Saints' Day
PT,1821-12-08,Immaculate Conception
VE,1821-12-24,Christmas Eve
AU,1821-12-25,Christmas Day
CH,1821-12-25,Christmas Day
FR,1821-12-25,Christmas Day
NL,1821-12-25,Christmas Day
PT,1821-12-25,Christmas Day
VE,1821-12-25,Christmas Day
AU,1821-12-26,Boxing Day
NL,1821-12-26,Second Day of Christmas
VE,1821-12-31,New Year's Eve
AU,1822-01-01,New Year's Day
CH,1822-01-01,New Year's Day
FR,1822-01-01,New Year's Day
NL,1822-01-01,New Year's Day
PT,1822-01-01,New Year's Day
VE,1822-01-01,New Year's Day
VE,1822-02-18,Monday of Carnival
VE,1822-02-19,Tuesday of Carnival
VE,1822-04-04,Maundy Thursday
AU,1822-04-05,Good Friday
PT,1822-04-05,Good Friday
VE,1822-04-05,Good Friday
NL,1822-04-07,Easter Sunday
PT,1822-04-07,Easter Sunday
AU,1822-04-08,Easter Monday
NL,1822-04-08,Easter Monday
VE,1822-04-19,Declaration of Independence
CH,1822-05-16,Ascension Day
FR,1822-05-16,Ascension Day
NL,1822-05-16,Ascension Day
NL,1822-05-26,Whit Sunday
NL,1822-05-27,Whit Monday
PT,1822-06-06,Corpus Christi
VE,1822-07-05,Independence Day
CH,1822-08-01,National Day
FR,1822-08-15,Assumption Day
PT,1822-08-15,Assumption Day
FR,1822-11-01,All Saints' Day
PT,1822-11-01,All Saints' Day
PT,1822-12-08,Immaculate Conception
VE,1822-12-24,Christmas Eve
AU,1822-12-25,Christmas Day
CH,1822-12-25,Christmas Day
FR,1822-12-25,Christmas Day
NL,1822-12-25,Christmas Day
PT,1822-12-25,Christmas Day
VE,1822-12-25,Christmas Day
AU,1822-12-26,Boxing Day
NL,1822-12-26,Second Day of Christmas
VE,1822-12-31,New Year's Eve
AU,1823-01-01,New Year's Day
CH,1823-01-01,New Year's Day
FR,1823-01-01,New Year's Day
NL,1823-01-01,New Year's Day
PT,1823-01-01,New Year's Day
VE,1823-01-01,New Year's Day
VE,1823-02-10,Monday of Carnival
VE,1823-02-11,Tuesday of Carnival
VE,1823-03-27,Maundy Thursday
AU,1823-03-28,Good Friday
PT,1823-03-28,Good Friday
VE,1823-03-28,Good Friday
NL,1823-03-30,Easter Sunday
PT,1823-03-30,Easter Sunday
AU,1823-03-31,Easter Monday
NL,1823-03-31,Easter Monday
VE,1823-04-19,Declaration of Independence
CH,1823-05-08,Ascension Day
FR,1823-05-08,Ascension Day
NL,1823-05-08,Ascension Day
NL,1823-05-18,Whit Sunday
NL,1823-05-19,Whit Monday
PT,1823-05-29,Corpus Christi
VE,1823-07-05,Independence Day
CH,1823-08-01,National Day
FR,1823-08-15,Assumption Day
PT,1823-08-15,Assumption Day
FR,1823-11-01,All Saints' Day
PT,1823-11-01,All Saints' Day
PT,1823-12-01,Restoration of Independence Day
PT,1823-12-08,Immaculate Conception
VE,1823-12-24,Christmas Eve
AU,1823-12-25,Christmas Day
CH,1823-12-25,Christmas Day
FR,1823-12-25,Christmas Day
NL,1823-12-25,Christmas Day
PT,1823-12-25,Christmas Day
VE,1823-12-25,Christmas Day
AU,1823-12-26,Boxing Day
NL,1823-12-26,Second Day of Christmas
VE,1823-12-31,New Year's Eve
AU,1824-01-01,New Year's Day
CH,1824-01-01,New Year's Day
FR,1824-01-01,New Year's Day
NL,1824-01-01,New Year's Day
PT,1824-01-01,New Year's Day
VE,1824-01-01,New Year's Day
VE,1824-03-01,Monday of Carnival
VE,1824-03-02,Tuesday of Carnival
VE,1824-04-15,Maundy Thursday
AU,1824-04-16,Good Friday
PT,1824-04-16,Good Friday
VE,1824-04-16,Good Friday
NL,1824-04-18,Easter Sunday
PT,1824-04-18,Easter Sunday
AU,1824-04-19,Easter Monday
NL,1824-04-19,Easter Monday
VE,1824-04-19,Declaration of Independence
CH,1824-05-27,Ascension Day
FR,1824-05-27,Ascension Day
NL,1824-05-27,Ascension Day
NL,1824-06-06,Whit Sunday
NL,1824-06-07,Whit Monday
PT,1824-06-17,Corpus Christi
VE,1824-06-24,Battle of Carabobo
VE,1824-07-05,Independence Day
CH,1824-08-01,National Day
FR,1824-08-15,Assumption Day
PT,1824-08-15,Assumption Day
FR,1824-11-01,All Saints' Day
PT,1824-11-01,All Saints' Day
PT,1824-12-01,Restoration of Independence Day
PT,1824-12-08,Immaculate Conception
VE,1824-12-24,Christmas Eve
AU,1824-12-25,Christmas Day
CH,1824-12-25,Christmas Day
FR,1824-12-25,Christmas Day
NL,1824-12-25,Christmas Day
PT,1824-12-25,Christmas Day
VE,1824-12-25,Christmas Day
AU,1824-12-26,Boxing Day
NL,1824-12-26,Second Day of Christmas
VE,1824-12-31,New Year's Eve
AU,1825-01-01,New Year's Day
BO,1825-01-01,New Year's Day
CH,1825-01-01,New Year's Day
FR,1825-01-01,New Year's Day
NL,1825-01-01,New Year's Day
PT,1825-01-01,New Year's Day
VE,1825-01-01,New Year's Day
BO,1825-02-14,Carnival
VE,1825-02-14,Monday of Carnival
BO,1825-02-15,Carnival
VE,1825-02-15,Tuesday of Carnival
VE,1825-03-31,Maundy Thursday
AU,1825-04-01,Good Friday
BO,1825-04-01,Good Friday
PT,1825-04-01,Good Friday
VE,1825-04-01,Good Friday
NL,1825-04-03,Easter Sunday
PT,1825-04-03,Easter Sunday
AU,1825-04-04,Easter Monday
NL,1825-04-04,Easter Monday
VE,1825-04-19,Declaration of Independence
BO,1825-05-01,Labor Day
CH,1825-05-12,Ascension Day
FR,1825-05-12,Ascension Day
NL,1825-05-12,Ascension Day
NL,1825-05-22,Whit Sunday
NL,1825-05-23,Whit Monday
BO,1825-06-02,Corpus Christi
PT,1825-06-02,Corpus Christi
VE,1825-06-24,Battle of Carabobo
VE,1825-07-05,Independence Day
CH,1825-08-01,National Day
BO,1825-08-06,Independence Day
FR,1825-08-15,Assumption Day
PT,1825-08-15,Assumption Day
FR,1825-11-01,All Saints' Day
PT,1825-11-01,All Saints' Day
PT,1825-12-01,Restoration of Independence Day
PT,1825-12-08,Immaculate Conception
VE,1825-12-24,Christmas Eve
AU,1825-12-25,Christmas Day
BO,1825-12-25,Christmas Day
CH,1825-12-25,Christmas Day
FR,1825-12-25,Christmas Day
NL,1825-12-25,Christmas Day
PT,1825-12-25,Christmas Day
VE,1825-12-25,Christmas Day
AU,1825-12-26,Boxing Day
NL,1825-12-26,Second Day of Christmas
VE,1825-12-31,New Year's Eve
AU,1826-01-01,New Year's Day
BO,1826-01-01,New Year's Day
CH,1826-01-01,New Year's Day
FR,1826-01-01,New Year's Day
NL,1826-01-01,New Year's Day
PT,1826-01-01,New Year's Day
VE,1826-01-01,New Year's Day
BO,1826-02-06,Carnival
VE,1826-02-06,Monday of Carnival
BO,1826-02-07,Carnival
VE,1826-02-07,Tuesday of Carnival
VE,1826-03-23,Maundy Thursday
AU,1826-03-24,Good Friday
BO,1826-03-24,Good Friday
PT,1826-03-24,Good Friday
VE,1826-03-24,Good Friday
NL,1826-03-26,Easter Sunday
PT,1826-03-26,Easter Sunday
AU,1826-03-27,Easter Monday
NL,1826-03-27,Easter Monday
VE,1826-04-19,Declaration of Independence
BO,1826-05-01,Labor Day
CH,1826-05-04,Ascension Day
FR,1826-05-04,Ascension Day
NL,1826-05-04,Ascension Day
NL,1826-05-14,Whit Sunday
NL,1826-05-15,Whit Monday
BO,1826-05-25,Corpus Christi
PT,1826-05-25,Corpus Christi
VE,1826-06-24,Battle of Carabobo
VE,1826-07-05,Independence Day
CH,1826-08-01,National Day
BO,1826-08-06,Independence Day
FR,1826-08-15,Assumption Day
PT,1826-08-15,Assumption Day
FR,1826-11-01,All Saints' Day
PT,1826-11-01,All Saints' Day
PT,1826-12-01,Restoration of Independence Day
PT,1826-12-08,Immaculate Conception
VE,1826-12-24,Christmas Eve
AU,1826-12-25,Christmas Day
BO,1826-12-25,Christmas Day
CH,1826-12-25,Christmas Day
FR,1826-12-25,Christmas Day
NL,1826-12-25,Christmas Day
PT,1826-12-25,Christmas Day
VE,1826-12-25,Christmas Day
AU,1826-12-26,Boxing Day
NL,1826-12-26,Second Day of Christmas
VE,1826-12-31,New Year's Eve
AU,1827-01-01,New Year's Day
BO,1827-01-01,New Year's Day
CH,1827-01-01,New Year's Day
FR,1827-01-01,New Year's Day
NL,1827-01-01,New Year's Day
PT,1827-01-01,New Year's Day
VE,1827-01-01,New Year's Day
BO,1827-02-26,Carnival
VE,1827-02-26,Monday of Carnival
BO,1827-02-27,Carnival
VE,1827-02-27,Tuesday of Carnival
VE,1827-04-12,Maundy Thursday
AU,1827-04-13,Good Friday
BO,1827-04-13,Good Friday
PT,1827-04-13,Good Friday
VE,1827-04-13,Good Friday
NL,1827-04-15,Easter Sunday
PT,1827-04-15,Easter Sunday
AU,1827-04-16,Easter Monday
NL,1827-04-16,Easter Monday
VE,1827-04-19,Declaration of Independence
BO,1827-05-01,Labor Day
CH,1827-05-24,Ascension Day
FR,1827-05-24,Ascension Day
NL,1827-05-24,Ascension Day
NL,1827-06-03,Whit Sunday
NL,1827-06-04,Whit Monday
BO,1827-06-14,Corpus Christi
PT,1827-06-14,Corpus Christi
VE,1827-06-24,Battle of Carabobo
VE,1827-07-05,Independence Day
CH,1827-08-01,National Day
BO,1827-08-06,Independence Day
FR,1827-08-15,Assumption Day
PT,1827-08-15,Assumption Day
FR,1827-11-01,All Saints' Day
PT,1827-11-01,All Saints' Day
PT,1827-12-01,Restoration of Independence Day
PT,1827-12-08,Immaculate Conception
VE,1827-12-24,Christmas Eve
AU,1827-12-25,Christmas Day
BO,1827-12-25,Christmas Day
CH,1827-12-25,Christmas Day
FR,1827-12-25,Christmas Day
NL,1827-12-25,Christmas Day
PT,1827-12-25,Christmas Day
VE,1827-12-25,Christmas Day
